Date.Time,Hobo,site,timepoint
2020-01-30 05:50:00,29.265000000000004,site3,timepoint2
2020-01-30 06:00:00,29.265000000000004,site3,timepoint2
2020-01-30 06:10:00,29.29,site3,timepoint2
2020-01-30 06:20:00,29.29,site3,timepoint2
2020-01-30 06:30:00,29.265000000000004,site3,timepoint2
2020-01-30 06:40:00,29.29,site3,timepoint2
2020-01-30 06:50:00,29.29,site3,timepoint2
2020-01-30 07:00:00,29.314999999999998,site3,timepoint2
2020-01-30 07:10:00,29.365000000000002,site3,timepoint2
2020-01-30 07:20:00,29.413888888888888,site3,timepoint2
2020-01-30 07:30:00,29.438888888888886,site3,timepoint2
2020-01-30 07:40:00,29.438888888888886,site3,timepoint2
2020-01-30 07:50:00,29.413888888888888,site3,timepoint2
2020-01-30 08:00:00,29.388888888888893,site3,timepoint2
2020-01-30 08:10:00,29.388888888888893,site3,timepoint2
2020-01-30 08:20:00,29.365000000000002,site3,timepoint2
2020-01-30 08:30:00,29.365000000000002,site3,timepoint2
2020-01-30 08:40:00,29.365000000000002,site3,timepoint2
2020-01-30 08:50:00,29.365000000000002,site3,timepoint2
2020-01-30 09:00:00,29.314999999999998,site3,timepoint2
2020-01-30 09:10:00,29.29,site3,timepoint2
2020-01-30 09:20:00,29.265000000000004,site3,timepoint2
2020-01-30 09:30:00,29.265000000000004,site3,timepoint2
2020-01-30 09:40:00,29.240000000000006,site3,timepoint2
2020-01-30 09:50:00,29.240000000000006,site3,timepoint2
2020-01-30 10:00:00,29.215000000000003,site3,timepoint2
2020-01-30 10:10:00,29.19,site3,timepoint2
2020-01-30 10:20:00,29.165000000000003,site3,timepoint2
2020-01-30 10:30:00,29.165000000000003,site3,timepoint2
2020-01-30 10:40:00,29.215000000000003,site3,timepoint2
2020-01-30 10:50:00,29.265000000000004,site3,timepoint2
2020-01-30 11:00:00,29.314999999999998,site3,timepoint2
2020-01-30 11:10:00,29.265000000000004,site3,timepoint2
2020-01-30 11:20:00,29.215000000000003,site3,timepoint2
2020-01-30 11:30:00,29.19,site3,timepoint2
2020-01-30 11:40:00,29.19,site3,timepoint2
2020-01-30 11:50:00,29.19,site3,timepoint2
2020-01-30 12:00:00,29.215000000000003,site3,timepoint2
2020-01-30 12:10:00,29.240000000000006,site3,timepoint2
2020-01-30 12:20:00,29.314999999999998,site3,timepoint2
2020-01-30 12:30:00,29.365000000000002,site3,timepoint2
2020-01-30 12:40:00,29.29,site3,timepoint2
2020-01-30 12:50:00,29.314999999999998,site3,timepoint2
2020-01-30 13:00:00,29.34,site3,timepoint2
2020-01-30 13:10:00,29.29,site3,timepoint2
2020-01-30 13:20:00,29.265000000000004,site3,timepoint2
2020-01-30 13:30:00,29.240000000000006,site3,timepoint2
2020-01-30 13:40:00,29.215000000000003,site3,timepoint2
2020-01-30 13:50:00,29.19,site3,timepoint2
2020-01-30 14:00:00,29.165000000000003,site3,timepoint2
2020-01-30 14:10:00,29.14,site3,timepoint2
2020-01-30 14:20:00,29.14,site3,timepoint2
2020-01-30 14:30:00,29.14,site3,timepoint2
2020-01-30 14:40:00,29.14,site3,timepoint2
2020-01-30 14:50:00,29.14,site3,timepoint2
2020-01-30 15:00:00,29.14,site3,timepoint2
2020-01-30 15:10:00,29.14,site3,timepoint2
2020-01-30 15:20:00,29.165000000000003,site3,timepoint2
2020-01-30 15:30:00,29.165000000000003,site3,timepoint2
2020-01-30 15:40:00,29.165000000000003,site3,timepoint2
2020-01-30 15:50:00,29.165000000000003,site3,timepoint2
2020-01-30 16:00:00,29.165000000000003,site3,timepoint2
2020-01-30 16:10:00,29.165000000000003,site3,timepoint2
2020-01-30 16:20:00,29.19,site3,timepoint2
2020-01-30 16:30:00,29.19,site3,timepoint2
2020-01-30 16:40:00,29.165000000000003,site3,timepoint2
2020-01-30 16:50:00,29.165000000000003,site3,timepoint2
2020-01-30 17:00:00,29.165000000000003,site3,timepoint2
2020-01-30 17:10:00,29.165000000000003,site3,timepoint2
2020-01-30 17:20:00,29.19,site3,timepoint2
2020-01-30 17:30:00,29.19,site3,timepoint2
2020-01-30 17:40:00,29.215000000000003,site3,timepoint2
2020-01-30 17:50:00,29.240000000000006,site3,timepoint2
2020-01-30 18:00:00,29.240000000000006,site3,timepoint2
2020-01-30 18:10:00,29.265000000000004,site3,timepoint2
2020-01-30 18:20:00,29.240000000000006,site3,timepoint2
2020-01-30 18:30:00,29.240000000000006,site3,timepoint2
2020-01-30 18:40:00,29.240000000000006,site3,timepoint2
2020-01-30 18:50:00,29.240000000000006,site3,timepoint2
2020-01-30 19:00:00,29.240000000000006,site3,timepoint2
2020-01-30 19:10:00,29.240000000000006,site3,timepoint2
2020-01-30 19:20:00,29.240000000000006,site3,timepoint2
2020-01-30 19:30:00,29.240000000000006,site3,timepoint2
2020-01-30 19:40:00,29.240000000000006,site3,timepoint2
2020-01-30 19:50:00,29.240000000000006,site3,timepoint2
2020-01-30 20:00:00,29.240000000000006,site3,timepoint2
2020-01-30 20:10:00,29.240000000000006,site3,timepoint2
2020-01-30 20:20:00,29.240000000000006,site3,timepoint2
2020-01-30 20:30:00,29.240000000000006,site3,timepoint2
2020-01-30 20:40:00,29.240000000000006,site3,timepoint2
2020-01-30 20:50:00,29.240000000000006,site3,timepoint2
2020-01-30 21:00:00,29.215000000000003,site3,timepoint2
2020-01-30 21:10:00,29.215000000000003,site3,timepoint2
2020-01-30 21:20:00,29.240000000000006,site3,timepoint2
2020-01-30 21:30:00,29.215000000000003,site3,timepoint2
2020-01-30 21:40:00,29.215000000000003,site3,timepoint2
2020-01-30 21:50:00,29.215000000000003,site3,timepoint2
2020-01-30 22:00:00,29.215000000000003,site3,timepoint2
2020-01-30 22:10:00,29.215000000000003,site3,timepoint2
2020-01-30 22:20:00,29.215000000000003,site3,timepoint2
2020-01-30 22:30:00,29.19,site3,timepoint2
2020-01-30 22:40:00,29.19,site3,timepoint2
2020-01-30 22:50:00,29.19,site3,timepoint2
2020-01-30 23:00:00,29.19,site3,timepoint2
2020-01-30 23:10:00,29.19,site3,timepoint2
2020-01-30 23:20:00,29.19,site3,timepoint2
2020-01-30 23:30:00,29.19,site3,timepoint2
2020-01-30 23:40:00,29.19,site3,timepoint2
2020-01-30 23:50:00,29.19,site3,timepoint2
2020-01-31 00:00:00,29.19,site3,timepoint2
2020-01-31 00:10:00,29.19,site3,timepoint2
2020-01-31 00:20:00,29.19,site3,timepoint2
2020-01-31 00:30:00,29.19,site3,timepoint2
2020-01-31 00:40:00,29.165000000000003,site3,timepoint2
2020-01-31 00:50:00,29.165000000000003,site3,timepoint2
2020-01-31 01:00:00,29.165000000000003,site3,timepoint2
2020-01-31 01:10:00,29.165000000000003,site3,timepoint2
2020-01-31 01:20:00,29.165000000000003,site3,timepoint2
2020-01-31 01:30:00,29.165000000000003,site3,timepoint2
2020-01-31 01:40:00,29.165000000000003,site3,timepoint2
2020-01-31 01:50:00,29.165000000000003,site3,timepoint2
2020-01-31 02:00:00,29.14,site3,timepoint2
2020-01-31 02:10:00,29.14,site3,timepoint2
2020-01-31 02:20:00,29.115,site3,timepoint2
2020-01-31 02:30:00,29.115,site3,timepoint2
2020-01-31 02:40:00,29.09,site3,timepoint2
2020-01-31 02:50:00,29.09,site3,timepoint2
2020-01-31 03:00:00,29.064999999999998,site3,timepoint2
2020-01-31 03:10:00,29.064999999999998,site3,timepoint2
2020-01-31 03:20:00,29.064999999999998,site3,timepoint2
2020-01-31 03:30:00,29.040000000000003,site3,timepoint2
2020-01-31 03:40:00,29.040000000000003,site3,timepoint2
2020-01-31 03:50:00,29.040000000000003,site3,timepoint2
2020-01-31 04:00:00,29.040000000000003,site3,timepoint2
2020-01-31 04:10:00,29.064999999999998,site3,timepoint2
2020-01-31 04:20:00,29.040000000000003,site3,timepoint2
2020-01-31 04:30:00,29.040000000000003,site3,timepoint2
2020-01-31 04:40:00,29.040000000000003,site3,timepoint2
2020-01-31 04:50:00,29.015000000000004,site3,timepoint2
2020-01-31 05:00:00,29.015000000000004,site3,timepoint2
2020-01-31 05:10:00,29.015000000000004,site3,timepoint2
2020-01-31 05:20:00,29.015000000000004,site3,timepoint2
2020-01-31 05:30:00,29.040000000000003,site3,timepoint2
2020-01-31 05:40:00,29.040000000000003,site3,timepoint2
2020-01-31 05:50:00,29.064999999999998,site3,timepoint2
2020-01-31 06:00:00,29.064999999999998,site3,timepoint2
2020-01-31 06:10:00,29.064999999999998,site3,timepoint2
2020-01-31 06:20:00,29.064999999999998,site3,timepoint2
2020-01-31 06:30:00,29.064999999999998,site3,timepoint2
2020-01-31 06:40:00,29.064999999999998,site3,timepoint2
2020-01-31 06:50:00,29.064999999999998,site3,timepoint2
2020-01-31 07:00:00,29.064999999999998,site3,timepoint2
2020-01-31 07:10:00,29.064999999999998,site3,timepoint2
2020-01-31 07:20:00,29.09,site3,timepoint2
2020-01-31 07:30:00,29.115,site3,timepoint2
2020-01-31 07:40:00,29.115,site3,timepoint2
2020-01-31 07:50:00,29.115,site3,timepoint2
2020-01-31 08:00:00,29.165000000000003,site3,timepoint2
2020-01-31 08:10:00,29.165000000000003,site3,timepoint2
2020-01-31 08:20:00,29.165000000000003,site3,timepoint2
2020-01-31 08:30:00,29.165000000000003,site3,timepoint2
2020-01-31 08:40:00,29.165000000000003,site3,timepoint2
2020-01-31 08:50:00,29.165000000000003,site3,timepoint2
2020-01-31 09:00:00,29.19,site3,timepoint2
2020-01-31 09:10:00,29.215000000000003,site3,timepoint2
2020-01-31 09:20:00,29.19,site3,timepoint2
2020-01-31 09:30:00,29.14,site3,timepoint2
2020-01-31 09:40:00,29.14,site3,timepoint2
2020-01-31 09:50:00,29.165000000000003,site3,timepoint2
2020-01-31 10:00:00,29.19,site3,timepoint2
2020-01-31 10:10:00,29.215000000000003,site3,timepoint2
2020-01-31 10:20:00,29.215000000000003,site3,timepoint2
2020-01-31 10:30:00,29.240000000000006,site3,timepoint2
2020-01-31 10:40:00,29.19,site3,timepoint2
2020-01-31 10:50:00,29.165000000000003,site3,timepoint2
2020-01-31 11:00:00,29.165000000000003,site3,timepoint2
2020-01-31 11:10:00,29.165000000000003,site3,timepoint2
2020-01-31 11:20:00,29.14,site3,timepoint2
2020-01-31 11:30:00,29.14,site3,timepoint2
2020-01-31 11:40:00,29.14,site3,timepoint2
2020-01-31 11:50:00,29.14,site3,timepoint2
2020-01-31 12:00:00,29.14,site3,timepoint2
2020-01-31 12:10:00,29.115,site3,timepoint2
2020-01-31 12:20:00,29.115,site3,timepoint2
2020-01-31 12:30:00,29.115,site3,timepoint2
2020-01-31 12:40:00,29.09,site3,timepoint2
2020-01-31 12:50:00,29.064999999999998,site3,timepoint2
2020-01-31 13:00:00,29.040000000000003,site3,timepoint2
2020-01-31 13:10:00,29.015000000000004,site3,timepoint2
2020-01-31 13:20:00,28.990000000000002,site3,timepoint2
2020-01-31 13:30:00,28.965,site3,timepoint2
2020-01-31 13:40:00,28.94111111111111,site3,timepoint2
2020-01-31 13:50:00,28.916111111111118,site3,timepoint2
2020-01-31 14:00:00,28.916111111111118,site3,timepoint2
2020-01-31 14:10:00,28.916111111111118,site3,timepoint2
2020-01-31 14:20:00,28.916111111111118,site3,timepoint2
2020-01-31 14:30:00,28.916111111111118,site3,timepoint2
2020-01-31 14:40:00,28.916111111111118,site3,timepoint2
2020-01-31 14:50:00,28.916111111111118,site3,timepoint2
2020-01-31 15:00:00,28.94111111111111,site3,timepoint2
2020-01-31 15:10:00,28.94111111111111,site3,timepoint2
2020-01-31 15:20:00,28.965,site3,timepoint2
2020-01-31 15:30:00,28.965,site3,timepoint2
2020-01-31 15:40:00,28.990000000000002,site3,timepoint2
2020-01-31 15:50:00,28.990000000000002,site3,timepoint2
2020-01-31 16:00:00,28.990000000000002,site3,timepoint2
2020-01-31 16:10:00,28.990000000000002,site3,timepoint2
2020-01-31 16:20:00,28.990000000000002,site3,timepoint2
2020-01-31 16:30:00,28.965,site3,timepoint2
2020-01-31 16:40:00,28.965,site3,timepoint2
2020-01-31 16:50:00,28.94111111111111,site3,timepoint2
2020-01-31 17:00:00,28.916111111111118,site3,timepoint2
2020-01-31 17:10:00,28.94111111111111,site3,timepoint2
2020-01-31 17:20:00,28.916111111111118,site3,timepoint2
2020-01-31 17:30:00,28.916111111111118,site3,timepoint2
2020-01-31 17:40:00,28.916111111111118,site3,timepoint2
2020-01-31 17:50:00,28.916111111111118,site3,timepoint2
2020-01-31 18:00:00,28.916111111111118,site3,timepoint2
2020-01-31 18:10:00,28.916111111111118,site3,timepoint2
2020-01-31 18:20:00,28.916111111111118,site3,timepoint2
2020-01-31 18:30:00,28.891111111111115,site3,timepoint2
2020-01-31 18:40:00,28.866111111111113,site3,timepoint2
2020-01-31 18:50:00,28.866111111111113,site3,timepoint2
2020-01-31 19:00:00,28.891111111111115,site3,timepoint2
2020-01-31 19:10:00,28.916111111111118,site3,timepoint2
2020-01-31 19:20:00,28.916111111111118,site3,timepoint2
2020-01-31 19:30:00,28.916111111111118,site3,timepoint2
2020-01-31 19:40:00,28.916111111111118,site3,timepoint2
2020-01-31 19:50:00,28.94111111111111,site3,timepoint2
2020-01-31 20:00:00,28.94111111111111,site3,timepoint2
2020-01-31 20:10:00,28.94111111111111,site3,timepoint2
2020-01-31 20:20:00,28.94111111111111,site3,timepoint2
2020-01-31 20:30:00,28.965,site3,timepoint2
2020-01-31 20:40:00,28.965,site3,timepoint2
2020-01-31 20:50:00,28.965,site3,timepoint2
2020-01-31 21:00:00,28.965,site3,timepoint2
2020-01-31 21:10:00,28.965,site3,timepoint2
2020-01-31 21:20:00,28.965,site3,timepoint2
2020-01-31 21:30:00,28.965,site3,timepoint2
2020-01-31 21:40:00,28.965,site3,timepoint2
2020-01-31 21:50:00,28.965,site3,timepoint2
2020-01-31 22:00:00,28.965,site3,timepoint2
2020-01-31 22:10:00,28.965,site3,timepoint2
2020-01-31 22:20:00,28.965,site3,timepoint2
2020-01-31 22:30:00,28.965,site3,timepoint2
2020-01-31 22:40:00,28.965,site3,timepoint2
2020-01-31 22:50:00,28.965,site3,timepoint2
2020-01-31 23:00:00,28.965,site3,timepoint2
2020-01-31 23:10:00,28.965,site3,timepoint2
2020-01-31 23:20:00,28.965,site3,timepoint2
2020-01-31 23:30:00,28.990000000000002,site3,timepoint2
2020-01-31 23:40:00,28.990000000000002,site3,timepoint2
2020-01-31 23:50:00,28.990000000000002,site3,timepoint2
2020-02-01 00:00:00,28.990000000000002,site3,timepoint2
2020-02-01 00:10:00,28.990000000000002,site3,timepoint2
2020-02-01 00:20:00,28.990000000000002,site3,timepoint2
2020-02-01 00:30:00,29.015000000000004,site3,timepoint2
2020-02-01 00:40:00,29.015000000000004,site3,timepoint2
2020-02-01 00:50:00,28.990000000000002,site3,timepoint2
2020-02-01 01:00:00,28.990000000000002,site3,timepoint2
2020-02-01 01:10:00,28.990000000000002,site3,timepoint2
2020-02-01 01:20:00,28.990000000000002,site3,timepoint2
2020-02-01 01:30:00,28.990000000000002,site3,timepoint2
2020-02-01 01:40:00,28.990000000000002,site3,timepoint2
2020-02-01 01:50:00,28.990000000000002,site3,timepoint2
2020-02-01 02:00:00,28.990000000000002,site3,timepoint2
2020-02-01 02:10:00,28.965,site3,timepoint2
2020-02-01 02:20:00,28.94111111111111,site3,timepoint2
2020-02-01 02:30:00,28.94111111111111,site3,timepoint2
2020-02-01 02:40:00,28.94111111111111,site3,timepoint2
2020-02-01 02:50:00,28.916111111111118,site3,timepoint2
2020-02-01 03:00:00,28.916111111111118,site3,timepoint2
2020-02-01 03:10:00,28.891111111111115,site3,timepoint2
2020-02-01 03:20:00,28.866111111111113,site3,timepoint2
2020-02-01 03:30:00,28.866111111111113,site3,timepoint2
2020-02-01 03:40:00,28.866111111111113,site3,timepoint2
2020-02-01 03:50:00,28.866111111111113,site3,timepoint2
2020-02-01 04:00:00,28.866111111111113,site3,timepoint2
2020-02-01 04:10:00,28.866111111111113,site3,timepoint2
2020-02-01 04:20:00,28.866111111111113,site3,timepoint2
2020-02-01 04:30:00,28.866111111111113,site3,timepoint2
2020-02-01 04:40:00,28.866111111111113,site3,timepoint2
2020-02-01 04:50:00,28.866111111111113,site3,timepoint2
2020-02-01 05:00:00,28.891111111111115,site3,timepoint2
2020-02-01 05:10:00,28.891111111111115,site3,timepoint2
2020-02-01 05:20:00,28.916111111111118,site3,timepoint2
2020-02-01 05:30:00,28.916111111111118,site3,timepoint2
2020-02-01 05:40:00,28.891111111111115,site3,timepoint2
2020-02-01 05:50:00,28.891111111111115,site3,timepoint2
2020-02-01 06:00:00,28.891111111111115,site3,timepoint2
2020-02-01 06:10:00,28.916111111111118,site3,timepoint2
2020-02-01 06:20:00,28.891111111111115,site3,timepoint2
2020-02-01 06:30:00,28.916111111111118,site3,timepoint2
2020-02-01 06:40:00,28.891111111111115,site3,timepoint2
2020-02-01 06:50:00,28.866111111111113,site3,timepoint2
2020-02-01 07:00:00,28.866111111111113,site3,timepoint2
2020-02-01 07:10:00,28.866111111111113,site3,timepoint2
2020-02-01 07:20:00,28.866111111111113,site3,timepoint2
2020-02-01 07:30:00,28.841111111111115,site3,timepoint2
2020-02-01 07:40:00,28.816111111111113,site3,timepoint2
2020-02-01 07:50:00,28.816111111111113,site3,timepoint2
2020-02-01 08:00:00,28.79111111111111,site3,timepoint2
2020-02-01 08:10:00,28.79111111111111,site3,timepoint2
2020-02-01 08:20:00,28.816111111111113,site3,timepoint2
2020-02-01 08:30:00,28.816111111111113,site3,timepoint2
2020-02-01 08:40:00,28.841111111111115,site3,timepoint2
2020-02-01 08:50:00,28.816111111111113,site3,timepoint2
2020-02-01 09:00:00,28.766111111111112,site3,timepoint2
2020-02-01 09:10:00,28.717222222222226,site3,timepoint2
2020-02-01 09:20:00,28.717222222222226,site3,timepoint2
2020-02-01 09:30:00,28.66722222222222,site3,timepoint2
2020-02-01 09:40:00,28.66722222222222,site3,timepoint2
2020-02-01 09:50:00,28.66722222222222,site3,timepoint2
2020-02-01 10:00:00,28.66722222222222,site3,timepoint2
2020-02-01 10:10:00,28.642222222222223,site3,timepoint2
2020-02-01 10:20:00,28.642222222222223,site3,timepoint2
2020-02-01 10:30:00,28.61722222222222,site3,timepoint2
2020-02-01 10:40:00,28.59277777777778,site3,timepoint2
2020-02-01 10:50:00,28.59277777777778,site3,timepoint2
2020-02-01 11:00:00,28.642222222222223,site3,timepoint2
2020-02-01 11:10:00,28.642222222222223,site3,timepoint2
2020-02-01 11:20:00,28.642222222222223,site3,timepoint2
2020-02-01 11:30:00,28.61722222222222,site3,timepoint2
2020-02-01 11:40:00,28.642222222222223,site3,timepoint2
2020-02-01 11:50:00,28.642222222222223,site3,timepoint2
2020-02-01 12:00:00,28.66722222222222,site3,timepoint2
2020-02-01 12:10:00,28.692222222222224,site3,timepoint2
2020-02-01 12:20:00,28.717222222222226,site3,timepoint2
2020-02-01 12:30:00,28.717222222222226,site3,timepoint2
2020-02-01 12:40:00,28.742222222222225,site3,timepoint2
2020-02-01 12:50:00,28.766111111111112,site3,timepoint2
2020-02-01 13:00:00,28.79111111111111,site3,timepoint2
2020-02-01 13:10:00,28.841111111111115,site3,timepoint2
2020-02-01 13:20:00,28.841111111111115,site3,timepoint2
2020-02-01 13:30:00,28.891111111111115,site3,timepoint2
2020-02-01 13:40:00,28.916111111111118,site3,timepoint2
2020-02-01 13:50:00,28.891111111111115,site3,timepoint2
2020-02-01 14:00:00,28.891111111111115,site3,timepoint2
2020-02-01 14:10:00,28.916111111111118,site3,timepoint2
2020-02-01 14:20:00,28.916111111111118,site3,timepoint2
2020-02-01 14:30:00,28.916111111111118,site3,timepoint2
2020-02-01 14:40:00,28.916111111111118,site3,timepoint2
2020-02-01 14:50:00,28.94111111111111,site3,timepoint2
2020-02-01 15:00:00,28.94111111111111,site3,timepoint2
2020-02-01 15:10:00,28.990000000000002,site3,timepoint2
2020-02-01 15:20:00,28.866111111111113,site3,timepoint2
2020-02-01 15:30:00,28.841111111111115,site3,timepoint2
2020-02-01 15:40:00,28.841111111111115,site3,timepoint2
2020-02-01 15:50:00,28.866111111111113,site3,timepoint2
2020-02-01 16:00:00,28.916111111111118,site3,timepoint2
2020-02-01 16:10:00,28.916111111111118,site3,timepoint2
2020-02-01 16:20:00,28.965,site3,timepoint2
2020-02-01 16:30:00,28.965,site3,timepoint2
2020-02-01 16:40:00,28.94111111111111,site3,timepoint2
2020-02-01 16:50:00,28.891111111111115,site3,timepoint2
2020-02-01 17:00:00,28.866111111111113,site3,timepoint2
2020-02-01 17:10:00,28.841111111111115,site3,timepoint2
2020-02-01 17:20:00,28.816111111111113,site3,timepoint2
2020-02-01 17:30:00,28.816111111111113,site3,timepoint2
2020-02-01 17:40:00,28.816111111111113,site3,timepoint2
2020-02-01 17:50:00,28.816111111111113,site3,timepoint2
2020-02-01 18:00:00,28.816111111111113,site3,timepoint2
2020-02-01 18:10:00,28.79111111111111,site3,timepoint2
2020-02-01 18:20:00,28.766111111111112,site3,timepoint2
2020-02-01 18:30:00,28.742222222222225,site3,timepoint2
2020-02-01 18:40:00,28.742222222222225,site3,timepoint2
2020-02-01 18:50:00,28.742222222222225,site3,timepoint2
2020-02-01 19:00:00,28.742222222222225,site3,timepoint2
2020-02-01 19:10:00,28.742222222222225,site3,timepoint2
2020-02-01 19:20:00,28.766111111111112,site3,timepoint2
2020-02-01 19:30:00,28.766111111111112,site3,timepoint2
2020-02-01 19:40:00,28.742222222222225,site3,timepoint2
2020-02-01 19:50:00,28.742222222222225,site3,timepoint2
2020-02-01 20:00:00,28.742222222222225,site3,timepoint2
